,Job title,Company name,Job description,Job location,Salary,Job type
808,Board Certified Behavior Analyst (BCBA),Achieve Beyond Pediatric Therapy & Autism Services,Analyze data and implement data-driven program changes.Training and use of our paperless billing and data collection system.,"Bronx, NY",$75 - $95 an hour,Full-time
809,Sr. Product Operations Engineer,ZT Systems,"2+ years of relevant experience in data analysis and or project management preferred.The Senior Product Operations Engineer role is a key player, along with…","Secaucus, NJ",Pay information not provided,Full-time
810,Board Certified Behavior Analyst (BCBA),Montclair Speech Therapy,Create an ongoing data collection system to establish baseline and programmatic efficacy for all clients and to analyze data on a frequent and ongoing basis to…,"Montclair, NJ 07042",Pay information not provided,Full-time+1
811,Board Certified Behavior Analyst (BCBA) at Adult Community Services,The Educational Services Commission of New Jersey,"Demonstrates ability to analyze data and make data-based decisions.Maintains records, data, and reports in approved formats as necessary and required.","Piscataway, NJ 08854","$49,629 - $75,000 a year",Full-time
812,Board Certified Behavioral Analyst,Cortica,"Organize and analyze data for progress report writing.Provide monthly supervision to all RBTs and/or BCATs on their pod, completing paperwork and at least 5%…","Warren, NJ 07059",Pay information not provided,Full-time
813,Business Analysis Team Leader - Technical Training Services,PSEG,"PSEG Company: Public Service Electric & Gas Co.Salary Range: $ 90,800 - $ 149,800.PSEG operates under a Flexible Work Model where flexible work is offered…","Hybrid remote in Edison, NJ 08837","$90,800 - $149,800 a year",NaN
814,Board Certified Behavior Analyst NJ,Master It Behavior Therapy,"Analyze data and implement data-driven program changes.Master It Behavior Therapy *is an ABA therapy agency with decades of experience, truly changing lives…","New Jersey, NJ",$77 - $81 an hour,Part-time
815,"Analyst, Procurement Operations (HHS/Non-Construction)",NYC Careers,"A four year high school diploma or its educational equivalent plus four years of experience as described in ""2"" above; or.Posted on: 09/26/2023.","Manhattan, NY 10007 (Financial District area)","$33,000 - $55,000 a year",Full-time
816,Configuration Analyst,Independent Living Systems,Proven ability to analyze data and summarize in an organized and professional manner effectively and efficiently.Participate in ad-hoc projects as necessary.,"Islandia, NY 11749",Pay information not provided,Temporary
817,Board Certified Behavior Analyst (BCBA) Hybrid of Clinic and In Home,SkyCare ABA,Collect and analyze data to monitor progress and make data-driven decisions.Experience in data collection and analysis for monitoring progress and making…,"Lakewood, NJ 08701","$75,000 - $100,000 a year",Full-time
818,Lead Business Analyst - Vault,Cognizant Technology Solutions,"Your expertise in business analysis and Veeva Vault will be instrumental and driving efficiency, compliance, and data management within the organization.","Summit, NJ 07901",Pay information not provided,Full-time
819,"Senior, Business Analyst",Deloitte,"Strong knowledge of data analytics.Collaborating with tax SMEs, business analysts, and application developers to ensure a shared understanding of the business…","New York, NY",Pay information not provided,Full-time
820,Board Certified Behavior Analyst (BCBA) - Monmouth County,The Family Resource Network,"_Collect, graph, and analyze data_.BCBA’s will work with children aged 3-21 diagnosed with autism spectrum disorder and/or other intellectual or developmental…","Manasquan, NJ 08736",Pay information not provided,Part-time
821,Behavior Analyst/BCBA (FT),Kaleidoscope ABA,"Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.Pay: $78,000 to $91,000.","Union, NJ","$78,000 - $91,000 a year",Full-time
822,SAP BODS Business Objects Developer,Zettalogix,"Minimum two years delivering complex data management engagements including all phases of the project life cycle from scoping and planning, requirements…","Iselin, NJ 08830",Pay information not provided,NaN
823,Board Certified Behavior Analyst (BCBA),Achieve Beyond Pediatric Therapy & Autism Services,Analyze data and implement data-driven program changes.Training and use of our paperless billing and data collection system.,"Bronx, NY",$75 - $95 an hour,Full-time
824,Technical Lead / Lead Business Functional Analyst,InfoQuest Consulting Group Inc.,Duration & Type: 12 months Contract with a major pharmaceutical industry client.It is integrated with SAP via Mulesoft APIs and is deployed into an Azure…,"Summit, NJ",Estimated $117K - $148K a year,Contract
825,Senior Traffic Analyst,County of Monmouth,"Three (3) years of experience in engineering, drafting, or traffic control work or in responsible traffic investigation work from the point of view of traffic…","Freehold, NJ 07728",Estimated $67.7K - $85.7K a year,Full-time
826,Board Certified Behavior Analyst (BCBA),Montclair Speech Therapy,Create an ongoing data collection system to establish baseline and programmatic efficacy for all clients and to analyze data on a frequent and ongoing basis to…,"Montclair, NJ 07042",Estimated $90K - $114K a year,Full-time+1
827,Senior Business Analyst (Fixed Income: Rates/Credits/Swap)-Vice President,Sumitomo Mitsui Banking Corporation,"5 years in Interest Rate and Credit cash/derivative trading/risk as a business analyst in front office.Understanding of market data, market making, and pre…","Hybrid remote in New York, NY 10172","$114,000 - $185,000 a year",Full-time
828,Behavior Analyst (FT),Kaleidoscope ABA,Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.,"Middlesex, NJ","$78,000 - $91,000 a year",Full-time
829,Product Owner/Business Analyst,plaxonic,"Works with the scrum master and the digital data team daily, maintaining team health.Owns the Why, What and When of the product: responsible for the product…","Jersey City, NJ",Full-time,NaN
830,Configuration Analyst,Independent Living Systems,Proven ability to analyze data and summarize in an organized and professional manner effectively and efficiently.Participate in ad-hoc projects as necessary.,"Islandia, NY 11749",Estimated $43K - $54.4K a year,Temporary
831,Board Certified Behavior Analyst (BCBA) at Adult Community Services,The Educational Services Commission of New Jersey,"Demonstrates ability to analyze data and make data-based decisions.Maintains records, data, and reports in approved formats as necessary and required.","Piscataway, NJ 08854","$49,629 - $75,000 a year",Full-time
832,Board Certified Behavior Analyst NJ,Master It Behavior Therapy,Analyze data and implement data-driven program changes.Conduct assessments and design treatment plans; review and update on a regular basis.$80 per an hour.,"New Jersey, NJ",$77 - $81 an hour,Part-time
833,Board Certified Behavior Analyst (BCBA) - Monmouth County,The Family Resource Network,"_Collect, graph, and analyze data_.BCBA’s will work with children aged 3-21 diagnosed with autism spectrum disorder and/or other intellectual or developmental…","Manasquan, NJ 08736",Estimated $118K - $150K a year,Part-time
834,Regulatory and Compliance Analyst,Suburban Propane,"Minimum of 5 years of experience.Ability to research, gather, and analyze data to find solutions to complex situations.","Whippany, NJ 07981",Full-time,NaN
835,Board Certified Behavior Analyst (BCBA),Achieve Beyond Pediatric Therapy & Autism Services,Analyze data and implement data-driven program changes.Training and use of our paperless billing and data collection system.,"Bronx, NY",$75 - $95 an hour,Full-time
836,"Business Analyst, Member Retention",VNS Health,Minimum 3 years’ experience in Health Care industry; experience in data analytic required.Articulates business issues and designs data collection methodologies…,"Manhattan, NY","$60,200 - $72,000 a year",Full-time
837,SAP BODS Business Objects Developer,Zettalogix,"Minimum two years delivering complex data management engagements including all phases of the project life cycle from scoping and planning, requirements…","Iselin, NJ 08830",Estimated $116K - $147K a year,NaN
838,Behavior Analyst/BCBA (FT),Kaleidoscope ABA,Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.,"Union, NJ","$78,000 - $91,000 a year",Full-time
839,Pricing Analyst (SAP) - 0155,infosoft,Strong analytical skills and data management experience.Help develop internal and external price data reporting (e.g. long-time not priced products and SAP…,"Bridgewater, NJ 08807",$20 - $22 an hour,Full-time+1
840,Senior Business Analyst (Fixed Income: Rates/Credits/Swap)-Vice President,Sumitomo Mitsui Banking Corporation,"5 years in Interest Rate and Credit cash/derivative trading/risk as a business analyst in front office.Understanding of market data, market making, and pre…","Hybrid remote in New York, NY 10172","$114,000 - $185,000 a year",Full-time
841,"Senior Analyst, Digital Marketing Analytics",CMI Media Group,Collaborate with data analytics team to ensure data is being collected from both client and suppliers for objectives and KPI’s.,"Parsippany, NJ 07054",Estimated $80.2K - $102K a year,NaN
